TimeCreated,EventId,RecordId,Computer,Channel,Level,UserId,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,RemoteHost,MapDescription
2025-04-15T14:01:28.0000000Z,4625,40012,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user1,LogonType 3,,,,,SRC5 (10.0.0.5),Failed logon
2025-04-15T14:01:36.0000000Z,4625,40013,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user2,LogonType 3,,,,,SRC0 (10.0.0.0),Failed logon
2025-04-15T14:01:44.0000000Z,4625,40014,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user2,LogonType 3,,,,,SRC1 (10.0.0.1),Failed logon
2025-04-15T14:01:52.0000000Z,4625,40015,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user2,LogonType 3,,,,,SRC2 (10.0.0.2),Failed logon
2025-04-15T14:02:00.0000000Z,4625,40016,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user2,LogonType 3,,,,,SRC3 (10.0.0.3),Failed logon
2025-04-15T14:02:08.0000000Z,4625,40017,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user2,LogonType 3,,,,,SRC4 (10.0.0.4),Failed logon
2025-04-15T14:02:16.0000000Z,4625,40018,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user2,LogonType 3,,,,,SRC5 (10.0.0.5),Failed logon
2025-04-15T14:02:24.0000000Z,4625,40019,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user3,LogonType 3,,,,,SRC0 (10.0.0.0),Failed logon
2025-04-15T14:02:32.0000000Z,4625,40020,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user3,LogonType 3,,,,,SRC1 (10.0.0.1),Failed logon
2025-04-15T14:02:40.0000000Z,4625,40021,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user3,LogonType 3,,,,,SRC2 (10.0.0.2),Failed logon
2025-04-15T14:02:48.0000000Z,4625,40022,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user3,LogonType 3,,,,,SRC3 (10.0.0.3),Failed logon
2025-04-15T14:02:56.0000000Z,4625,40023,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user3,LogonType 3,,,,,SRC4 (10.0.0.4),Failed logon
2025-04-15T14:03:04.0000000Z,4625,40024,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user3,LogonType 3,,,,,SRC5 (10.0.0.5),Failed logon
2025-04-15T14:03:12.0000000Z,4625,40025,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user4,LogonType 3,,,,,SRC0 (10.0.0.0),Failed logon
2025-04-15T14:03:20.0000000Z,4625,40026,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user4,LogonType 3,,,,,SRC1 (10.0.0.1),Failed logon
2025-04-15T14:03:28.0000000Z,4625,40027,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user4,LogonType 3,,,,,SRC2 (10.0.0.2),Failed logon
2025-04-15T14:03:36.0000000Z,4625,40028,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user4,LogonType 3,,,,,SRC3 (10.0.0.3),Failed logon
2025-04-15T14:03:44.0000000Z,4625,40029,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user4,LogonType 3,,,,,SRC4 (10.0.0.4),Failed logon
2025-04-15T14:03:52.0000000Z,4625,40030,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user4,LogonType 3,,,,,SRC5 (10.0.0.5),Failed logon
2025-04-15T14:04:00.0000000Z,4625,40031,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user5,LogonType 3,,,,,SRC0 (10.0.0.0),Failed logon
2025-04-15T14:04:08.0000000Z,4625,40032,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user5,LogonType 3,,,,,SRC1 (10.0.0.1),Failed logon
2025-04-15T14:04:16.0000000Z,4625,40033,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user5,LogonType 3,,,,,SRC2 (10.0.0.2),Failed logon
2025-04-15T14:04:24.0000000Z,4625,40034,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user5,LogonType 3,,,,,SRC3 (10.0.0.3),Failed logon
2025-04-15T14:04:32.0000000Z,4625,40035,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user5,LogonType 3,,,,,SRC4 (10.0.0.4),Failed logon
2025-04-15T14:04:40.0000000Z,4625,40036,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1200,Target: CORP\user5,LogonType 3,,,,,SRC5 (10.0.0.5),Failed logon
2025-04-15T14:00:00.0000000Z,4624,40037,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1000,Target: CORP\DC01$,LogonType 3,,,,,- (-),Successful logon
2025-04-15T14:00:01.0000000Z,4624,40038,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1000,Target: CORP\DC01$,LogonType 3,,,,,- (-),Successful logon
2025-04-15T14:00:02.0000000Z,4624,40039,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1000,Target: CORP\DC01$,LogonType 3,,,,,- (-),Successful logon
2025-04-15T14:00:03.0000000Z,4624,40040,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1000,Target: CORP\DC01$,LogonType 3,,,,,- (-),Successful logon
2025-04-15T14:00:04.0000000Z,4624,40041,DC01,Security,Information,S-1-5-21-1111111-2222222-3333333-1000,Target: CORP\DC01$,LogonType 3,,,,,- (-),Successful logon
